Rank,Ticker,Sector,Industry,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50
408,EUROPRATIK,Basic Materials,Building Materials,119.91,79,81,54,24,323.15,30828629376.220703,-17.14,182642,200237,198693
409,PPLPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,119.88,79,58,53,27,213.61,240517019361.5892,1.48,9205436,8174419,8385399
410,ZYDUSLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,119.88,79,81,78,62,1119.0,1105932449832.1582,-5.29,900223,1193372,1210842
411,BBOX,Technology,Software - Application,119.88,79,96,98,78,757.55,138252103300.20905,-31.32,347276,319850,450669
412,KOLTEPATIL,Real Estate,Real Estate - Development,119.86,79,44,64,63,462.2,34696086777.5,-4.48,266892,140728,100486
413,HTMEDIA,Communication Services,Publishing,119.85,79,68,61,67,27.66,5611824271.864956,-3.42,663278,406270,270833
414,HINDALCO,Basic Materials,Aluminum,119.77,79,74,94,93,1054.05,2092862370040.7793,-10.37,5410608,5312561,5822530
415,THELEELA,Consumer Cyclical,Lodging,119.77,79,78,49,72,507.0,158529808763.23425,-0.78,804479,491649,528251
416,63MOONS,Technology,Software - Application,119.76,78,40,32,40,861.1,32637427194.61786,-18.53,1605658,781011,515870
417,CARBORUNIV,Industrials,Conglomerates,119.76,78,80,89,46,1121.0,202742243480.04053,-14.22,172134,155730,266851
418,INDUSINDBK,Financial Services,Banks - Regional,119.74,78,81,71,80,1027.3,776055168118.7021,-4.69,1260672,2364462,2221644
419,ASHIANA,Real Estate,Real Estate - Development,119.71,78,80,83,87,382.95,38872963429.01007,-12.15,41297,312001,214867
420,DJML,Industrials,Specialty Business Services,119.63,78,87,55,68,111.29,4109946771.1805267,-10.83,434830,430296,435497
421,TBOTEK,Consumer Cyclical,Travel Services,119.57,78,69,22,71,1602.0,152594310278.0,-9.22,508014,325999,286762
422,DHAMPURSUG,Consumer Defensive,Confectioners,119.47,78,63,79,37,159.43,9139240745.083374,-4.68,601298,348306,299827
423,SUYOG,Communication Services,Telecom Services,119.45,78,72,79,25,852.0,9964824847.03125,-7.89,23958,38838,37540
424,RELTD,Technology,Solar,119.43,78,83,39,79,166.57,34041294538.42531,-15.21,223859,606918,1115159
425,SOUTHWEST,Energy,Oil & Gas Equipment & Services,119.37,78,86,96,90,231.8,7629657718.953461,-15.71,81616,269971,411632
426,HLEGLAS,Industrials,Specialty Industrial Machinery,119.33,78,67,28,33,474.5,29098063751.88617,-28.32,387201,409126,611913
427,TRITURBINE,Industrials,Specialty Industrial Machinery,119.31,78,77,85,46,636.75,194488144271.64606,-19.15,756456,778682,903024
428,SIS,Industrials,Security & Protection Services,119.24,78,89,81,72,427.35,61829157469.703186,-11.14,109604,142483,341687
429,PDSL,Industrials,Specialty Business Services,119.16,78,69,16,24,382.25,49875358016.0,-8.66,149266,523953,421034
430,GRASIM,Basic Materials,Building Materials,119.09,78,76,72,78,3380.5,2095394001240.1792,4.14,712206,640134,629663
431,WALCHANNAG,Industrials,Engineering & Construction,119.04,78,89,92,45,236.89,16101522586.29132,-24.99,609322,1155955,1928459
432,CHOLAFIN,Financial Services,Credit Services,118.98,78,73,48,82,1920.0,1472660100128.3276,2.4,2085136,1575615,1705818
433,JAMNAAUTO,Consumer Cyclical,Auto Parts,118.98,78,80,71,97,128.44,53066027128.05534,-15.83,3777997,2544625,2390981
434,NIBL,Industrials,Tools & Accessories,118.89,78,62,84,84,32.86,896049425.9080887,-19.46,37776,50307,39086
435,LTF,Financial Services,Credit Services,118.68,78,82,86,95,312.85,757711628581.8638,-7.6,5533343,7272265,6286922
436,VMART,Consumer Cyclical,Department Stores,118.65,78,72,33,16,818.4,57644461591.38989,-7.84,135772,163990,182071
437,LUMAXIND,Consumer Cyclical,Auto Parts,118.58,77,69,92,99,5655.5,48066037944.0,-18.44,25281,15863,15164
438,FINCABLES,Industrials,Electrical Equipment & Parts,118.57,77,82,89,58,1058.05,152771115454.37073,-12.11,260412,283133,405472
439,AARTISURF,Basic Materials,Specialty Chemicals,118.46,77,31,28,34,520.0,3232497399.702301,-9.7,134178,50169,34290
440,ARMANFIN,Financial Services,Credit Services,118.42,77,71,81,76,1984.4,20159951778.716064,-4.1,48918,52055,46097
441,DHANBANK,Financial Services,Banks - Regional,118.42,77,87,89,38,33.22,13534223962.14759,-9.85,2248796,2489271,2066375
442,PSPPROJECT,Industrials,Engineering & Construction,118.41,77,91,65,80,945.9,40878612943.565674,-17.24,142874,144601,164113
443,USHAMART,Basic Materials,Steel,118.26,77,79,88,84,516.8,150891222511.82373,-2.03,814949,570902,553231
444,OPTIEMUS,Technology,Electronics & Computer Distribution,118.21,77,70,24,9,559.1,53552209433.66327,-21.58,269536,332885,314744
445,JLHL,Healthcare,Medical Care Facilities,118.21,77,65,59,34,320.0,105954695553.8324,-2.14,251484,204626,172975
446,SUMICHEM,Basic Materials,Agricultural Inputs,118.2,77,68,54,23,561.25,259780404394.2876,-15.6,890896,1823420,1214117
447,AHCL,Healthcare,Drug Manufacturers - Specialty & Generic,118.2,77,83,87,83,14.45,7978040271.654129,-16.35,5136156,4353826,6158958
448,EQUITASBNK,Financial Services,Banks - Regional,118.15,77,87,76,81,75.49,89612837280.04639,-10.02,4150355,3789735,4329601
449,TECHM,Technology,Information Technology Services,118.15,77,56,52,70,1640.0,1381481791531.5,-11.54,3555844,2941482,2736388
450,IPCALAB,Healthcare,Drug Manufacturers - Specialty & Generic,118.12,77,82,82,74,1685.8,447204412680.6987,-13.32,179787,265391,243891
451,LODHA,Real Estate,Real Estate - Development,118.11,77,76,7,45,1213.0,1142872386058.7332,-8.63,3230758,3522287,2906195
452,5PAISA,Financial Services,Capital Markets,118.09,77,63,40,65,384.4,17490651072.828278,-3.9,46898,72235,59833
453,JTLIND,Basic Materials,Steel,118.07,77,79,66,45,77.55,28553449363.282013,-11.07,2914318,2833088,3064375
454,AUSOMENT,Financial Services,Capital Markets,118.06,77,76,93,82,140.04,1933863164.8242188,-21.33,3383,3547,3171
455,YATHARTH,Healthcare,Medical Care Facilities,118.0,77,78,88,86,898.75,80822033475.39935,0.99,269265,260081,272034
456,ZENTEC,Industrials,Aerospace & Defense,117.96,77,82,79,36,1720.0,159073506003.6914,-15.02,482388,539022,780213
457,POLYCAB,Industrials,Electrical Equipment & Parts,117.93,76,82,90,85,9275.0,1341781734597.5,-8.4,254882,370060,329096
458,HONAUT,Industrials,Electrical Equipment & Parts,117.92,76,75,28,44,38035.0,330404621855.0,-6.04,9136,6211,6493
459,COSMOFIRST,Consumer Cyclical,Packaging & Containers,117.89,76,65,69,61,927.15,22869134555.0,-18.49,188489,142708,130535
460,NESTLEIND,Consumer Defensive,Packaged Foods,117.83,76,76,84,82,1528.6,2783521720920.0,1.23,2736553,2322705,2071096
461,EPACKPEB,Industrials,Engineering & Construction,117.83,76,88,57,30,251.25,25350962847.259125,-26.96,2927997,1560674,2579366
462,MAHLOG,Industrials,Integrated Freight & Logistics,117.73,76,64,68,89,411.35,41311281402.655975,-8.59,317268,439509,332637
463,RAINBOW,Healthcare,Medical Care Facilities,117.73,76,69,66,35,1538.6,147890272499.49463,-3.46,109972,95209,98283
464,RPGLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,117.61,76,88,73,38,2638.0,48575087055.0,-14.41,16731,36309,27149
465,SENCO,Consumer Cyclical,Luxury Goods,117.6,76,74,51,58,398.85,62725627769.641754,-1.48,1597843,2598154,1728514
466,HEROMOTOCO,Consumer Cyclical,Auto Manufacturers,117.54,76,48,64,87,5860.0,1002685741152.126,-8.27,940282,773287,728441
467,ASHOKLEY,Industrials,Farm & Heavy Construction Machinery,117.53,76,59,65,98,174.0,887363250192.0356,-19.23,22420246,18617896,23514495
468,BSE,Financial Services,Financial Data & Stock Exchanges,117.46,76,89,96,86,3596.1,1447866088210.6853,-19.13,3631330,3018062,3285898
469,QUADFUTURE,Industrials,Railroads,117.43,76,78,29,14,369.85,14441999511.71875,-26.38,265913,375541,995908
470,APOLLOHOSP,Healthcare,Medical Care Facilities,117.32,76,77,79,74,8912.0,1266095797213.5,-1.08,261460,280100,311019
471,LMW,Industrials,Specialty Industrial Machinery,117.32,76,70,44,65,17635.0,168396129000.0,-0.36,4404,4056,3855
472,CUB,Financial Services,Banks - Regional,117.29,76,83,69,92,216.42,217725495330.75,-10.97,5984884,3631773,3457913
473,BOSCHLTD,Consumer Cyclical,Auto Parts,117.25,76,72,75,80,43505.0,1231609655500.0,1.21,36811,35994,37324
474,INNOVACAP,Healthcare,Drug Manufacturers - Specialty & Generic,117.21,76,87,78,28,966.1,54389434466.5965,-6.64,27463,44310,55146
475,FAZE3Q,Consumer Cyclical,Textile Manufacturing,117.19,76,83,24,90,570.6,13274981084.175903,-18.13,11231,13331,20373
476,JAYNECOIND,Basic Materials,Steel,117.18,76,89,98,96,91.49,84243809723.71603,-21.8,3754643,4887091,4627232
477,SMCGLOBAL,Financial Services,Capital Markets,117.15,75,66,49,93,79.39,15801323808.288574,-16.34,829636,717870,766199
478,RITCO,Industrials,Integrated Freight & Logistics,117.1,75,67,74,21,306.2,8461435027.940369,0.39,229755,155743,135528
479,NIITLTD,Consumer Defensive,Education & Training Services,117.1,75,77,2,4,96.34,12930179430.39077,-22.93,438701,1175834,3169153
480,KIRLOSBROS,Industrials,Specialty Industrial Machinery,117.06,75,60,44,41,1941.6,145802727089.90552,-11.31,98013,127791,209609
481,NAHARINDUS,Consumer Cyclical,Textile Manufacturing,116.91,75,61,63,53,130.44,5039498941.469406,0.34,33492,16781,19881
482,CREDITACC,Financial Services,Credit Services,116.88,75,78,70,72,1530.5,243113492734.5641,-4.83,637528,427391,370715
483,ABSLAMC,Financial Services,Asset Management,116.85,75,85,92,88,1011.8,294181229682.0,-17.4,242969,361569,396820
484,BAJFINANCE,Financial Services,Credit Services,116.85,75,68,56,82,1102.2,6297465077198.989,-0.03,11959215,9779337,9763286
485,OAL,Basic Materials,Specialty Chemicals,116.82,75,71,32,27,378.35,12552783848.0,-2.6,33883,39413,30514
486,DSSL,Technology,Information Technology Services,116.81,75,85,94,56,1259.8,15801621137.036133,-34.55,28873,34116,77802
487,BLUEJET,Healthcare,Biotechnology,116.63,75,79,10,1,592.15,98337553667.49573,-28.22,1566056,1159685,1029079
488,CGPOWER,Industrials,Electrical Equipment & Parts,116.59,75,86,85,71,879.0,1366639588065.544,-10.39,4306995,4869194,4512756
489,NAUKRI,Communication Services,Internet Content & Information,116.59,75,51,6,25,1282.0,754937983989.0,-10.84,2026227,2714422,2305961
490,DIAMONDYD,Consumer Defensive,Packaged Foods,116.58,75,77,55,72,1206.4,26566401607.982666,-1.83,129382,61376,50788
491,IFGLEXPOR,Basic Materials,Building Materials,116.57,75,68,12,34,225.3,14247781474.100098,-33.34,80773,246256,195823
492,ACE,Industrials,Farm & Heavy Construction Machinery,116.52,75,52,35,32,1113.6,123717589693.1543,-4.82,474884,631850,535696
493,PLASTIBLEN,Basic Materials,Specialty Chemicals,116.46,75,67,50,28,198.44,4908060578.625488,-8.25,68433,135531,92072
494,PTCIL,Industrials,Metal Fabrication,116.44,75,70,71,89,19370.0,265847878868.0,-2.42,19479,15952,26006
495,CHOICEIN,Financial Services,Capital Markets,116.25,75,72,38,83,844.75,177586292413.8794,-1.83,482041,1113245,965637
496,AUBANK,Financial Services,Banks - Regional,116.2,74,78,83,95,1068.0,751657051608.0,-2.05,1588389,1710818,1874697
497,ANTHEM,Healthcare,Biotechnology,116.13,74,63,79,64,853.0,432463507598.61707,-2.35,613463,778999,649242
498,GUJALKALI,Basic Materials,Chemicals,116.11,74,61,90,28,682.65,49555238117.953125,-16.24,126314,116114,93038
499,ROLEXRINGS,Industrials,Metal Fabrication,116.07,74,64,74,78,155.26,38028596710.581055,-11.78,5288165,2931070,2186100
500,JASH,Industrials,Specialty Industrial Machinery,116.01,74,81,22,18,506.45,31955800960.0,-14.44,81316,181777,220699
501,PONNIERODE,Consumer Defensive,Confectioners,116.01,74,73,75,43,334.8,2717100088.0,-6.74,26606,18218,21032
502,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,115.86,74,66,49,67,1522.0,1041793252610.926,2.28,795523,949679,894987
503,ENRIN,Utilities,Utilities - Renewable,115.85,74,80,75,49,3567.3,1153901642912.3035,-10.1,1245306,729142,621744
504,TPLPLASTEH,Consumer Cyclical,Packaging & Containers,115.84,74,75,38,52,75.74,5998430819.023132,-16.15,114327,218186,162359
505,TASTYBITE,Consumer Defensive,Packaged Foods,115.74,74,70,33,25,9524.5,23091434000.0,-20.35,3014,5592,4673
506,IDFCFIRSTB,Financial Services,Banks - Regional,115.72,74,68,37,87,85.1,696159663709.681,-2.18,17674520,22680091,24905035
507,ZYDUSWELL,Consumer Defensive,Packaged Foods,115.71,74,85,88,72,516.1,179140389512.20215,-15.65,491602,1112343,824601
508,PHOENIXLTD,Real Estate,Real Estate - Diversified,115.67,74,83,74,83,1935.0,719142728098.3352,-10.82,640270,842388,702293
509,PIDILITIND,Basic Materials,Specialty Chemicals,115.65,74,72,58,68,1685.0,1598846882521.5972,3.58,1362682,1098381,990243
510,TIPSMUSIC,Communication Services,Entertainment,115.54,74,85,82,74,665.65,89411807185.94421,-10.17,326828,942490,652654
511,AARTIIND,Basic Materials,Specialty Chemicals,115.47,74,78,75,81,500.55,173310810443.1839,-4.31,1865473,1172645,1389162
512,CANHLIFE,Financial Services,Insurance - Life,115.36,74,70,75,94,149.39,139574001988.55438,-10.38,697372,3219628,2134581
513,GRAPHITE,Industrials,Electrical Equipment & Parts,115.35,74,51,94,91,722.9,131438930863.5,-9.91,2047468,1567045,1243568
514,KIRLPNU,Industrials,Specialty Industrial Machinery,115.26,74,93,91,66,1486.6,97256390162.98462,-32.34,130532,208821,243288
515,MANOMAY,Consumer Cyclical,Textile Manufacturing,115.21,74,33,44,87,218.13,3658117477.6071167,-16.07,152843,82837,61530
516,TANLA,Technology,Software - Application,115.1,73,56,45,22,632.1,79271110002.75,-17.48,1122613,1819802,1241416
517,IGPL,Basic Materials,Chemicals,115.09,73,58,79,30,482.6,13905414141.586304,-3.24,112506,55163,43303
518,WELENT,Industrials,Engineering & Construction,114.97,73,84,67,59,579.35,81205547772.55798,-8.75,431140,389920,346625
519,HARRMALAYA,Consumer Defensive,Farm Products,114.89,73,65,80,29,223.39,4004084792.707138,-6.1,15047,17648,17150
520,AMBIKCO,Consumer Cyclical,Textile Manufacturing,114.86,73,84,84,68,1654.1,9779444720.458984,-8.93,38965,20080,20158
521,NPST,Technology,Software - Application,114.82,73,67,1,2,1564.9,31695828181.274414,-34.48,38511,40092,53166
522,IKIO,Technology,Electronic Components,114.79,73,79,32,9,197.71,15828633744.84076,-21.82,202774,3358790,2040893
523,MEGASTAR,Consumer Defensive,Packaged Foods,114.68,73,94,90,57,323.65,3848892822.137451,-17.44,3803,39852,49927
524,GARFIBRES,Consumer Cyclical,Textile Manufacturing,114.6,73,58,23,48,799.35,73084905007.2464,-12.99,103518,74557,166412
525,TCPLPACK,Consumer Cyclical,Packaging & Containers,114.51,73,55,21,37,3300.1,29299539982.5,-13.04,3385,7893,6753
526,JITFINFRA,Industrials,Engineering & Construction,114.5,73,49,43,69,344.05,9392134015.517029,-28.02,23852,48479,38892
527,SOFTTECH,Technology,Software - Application,114.46,73,85,89,28,423.0,5856608672.285706,-13.66,1455,1212,1964
528,NUVAMA,Financial Services,Asset Management,114.45,73,92,78,64,1635.6,361425304105.3301,-20.83,408485,563812,535168
529,ABDL,Consumer Defensive,Beverages - Wineries & Distilleries,114.43,73,83,74,81,624.7,173630076233.25,-12.22,350309,504943,481074
530,BHAGCHEM,Basic Materials,Agricultural Inputs,114.36,73,82,62,22,285.35,34161320708.87451,-12.2,225107,161504,232355
531,KIMS,Healthcare,Medical Care Facilities,114.33,73,81,79,74,819.5,319250839520.73303,-4.49,793758,621902,653864
532,SKIPPER,Industrials,Engineering & Construction,114.32,73,84,68,16,529.0,59686720859.19617,-10.79,572006,629908,707958
533,SIL,Consumer Cyclical,Textile Manufacturing,114.3,73,56,40,31,18.75,1022186894.5755892,-8.49,90956,46143,35840
534,HCG,Healthcare,Medical Care Facilities,114.23,73,72,66,50,715.65,99517381587.11334,-11.06,177347,241535,191500
535,ORIENTHOT,Consumer Cyclical,Lodging,114.2,73,76,28,15,126.12,24082312777.15027,-15.64,283437,970400,1453129
536,INDIANB,Financial Services,Banks - Regional,114.14,72,70,78,93,884.15,1112726911819.2373,-11.66,1716478,3255135,2799890
537,SHILCTECH,Industrials,Electrical Equipment & Parts,114.1,72,66,57,50,4684.1,48823343774.41406,-13.24,22733,20151,23927
538,ELGIEQUIP,Industrials,Specialty Industrial Machinery,114.08,72,74,74,69,582.55,181988901401.23743,-8.09,276537,318029,389663
539,JSWENERGY,Utilities,Utilities - Independent Power Producers,113.9,72,65,70,54,578.0,1010828579293.2676,-6.37,1582378,2457850,2450976
540,MANGLMCEM,Basic Materials,Building Materials,113.83,72,80,84,75,901.5,27058715761.239624,-11.92,30042,56370,59195
541,ENDURANCE,Consumer Cyclical,Auto Parts,113.77,72,61,66,76,2969.0,370505941632.0,-3.6,149805,139353,130897
542,TEJASNET,Technology,Communication Equipment,113.74,72,73,57,1,521.5,88053625984.14597,-19.4,1673991,2109149,5664423
543,DENTA,Industrials,Engineering & Construction,113.72,72,73,23,21,336.45,8988554837.036133,-29.85,278809,430063,585924
544,BBTCL,Consumer Cyclical,Packaging & Containers,113.64,72,79,71,68,222.65,4452785016.485596,-7.23,12796,8242,8955
545,BFINVEST,Financial Services,Asset Management,113.47,72,75,40,29,478.4,17328991801.590088,-18.18,42679,292449,190039
546,TATACAP,Financial Services,Credit Services,113.46,72,65,38,81,367.85,1441687223778.8499,-3.18,3548413,1997582,3423805
547,SBIN,Financial Services,Banks - Regional,113.46,72,71,63,96,1071.0,9369076849790.0,-13.26,12005029,11016826,12097409
548,BOROSCI,Consumer Cyclical,Packaging & Containers,113.45,72,81,57,40,137.63,13527956508.766174,-23.88,146694,345541,258778
549,AIIL,Financial Services,Capital Markets,113.44,72,48,67,70,586.2,451023642316.95557,-14.17,637747,516141,992236
550,ATLANTAA,Industrials,Infrastructure Operations,113.27,72,28,78,76,45.19,2867170024.871826,-38.42,75526,50214,50367
551,ETERNAL,Consumer Cyclical,Internet Retail,113.23,72,59,28,76,310.25,2577510067160.0,-15.8,30384808,36264229,32309127
552,MARICO,Consumer Defensive,Household & Personal Products,113.21,72,75,81,78,863.5,1108759213719.7815,-1.09,2122953,2187141,1989383
553,BOSCH-HCIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",113.11,72,28,35,26,1709.1,36240011522.87988,-4.28,83426,45644,81195
554,SHYAMMETL,Basic Materials,Steel,113.11,72,79,60,73,1003.1,285966604317.1362,-7.97,440163,565121,553355
555,PARASPETRO,Consumer Cyclical,Textile Manufacturing,113.11,72,35,30,75,2.47,665099793.1873798,-23.53,631286,314225,267783
556,ENTERO,Healthcare,Medical Distribution,113.02,71,56,62,54,1315.1,53515968268.625,-5.39,229536,121687,123858
557,TERASOFT,Technology,Information Technology Services,112.98,71,67,23,86,407.7,4925925340.232849,-31.82,24346,17755,23654
558,SGIL,Industrials,Metal Fabrication,112.88,71,77,73,62,617.9,9263520310.36377,-2.42,7213,10233,15407
559,SHRINGARMS,Consumer Cyclical,Luxury Goods,112.85,71,73,60,89,233.79,21182271045.944824,-12.27,484995,735131,704087
560,GKSL,Healthcare,Medical Care Facilities,112.84,71,83,90,77,133.71,10107704409.389496,-9.86,390191,328607,283689
561,SKFINDUS,Industrials,Tools & Accessories,112.81,71,75,16,51,2740.7,135024962131.63696,-9.88,26657,43350,45902
562,UGARSUGAR,Consumer Defensive,Confectioners,112.8,71,41,69,35,46.49,4468500137.329102,-4.83,441152,235024,191438
563,ZFCVINDIA,Consumer Cyclical,Auto Parts,112.77,71,54,65,91,2609.6,264097063696.21875,-14.27,123311,182033,185339
564,SHREEPUSHK,Basic Materials,Specialty Chemicals,112.72,71,81,83,80,411.4,12509835960.723602,-13.57,27273,48575,45882
565,CCAVENUE,Technology,Software - Infrastructure,112.63,71,72,12,70,17.54,56879862265.76145,-14.44,21081367,22888355,19300379
566,GESHIP,Industrials,Marine Shipping,112.46,71,83,95,93,1329.6,205288524919.68787,-26.05,1496574,805381,750889
567,GULFOILLUB,Basic Materials,Specialty Chemicals,112.44,71,49,18,63,1177.4,50333548363.125854,-11.41,175743,106357,97247
568,BALPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,112.42,71,50,62,29,90.9,1390528902.1760254,-11.74,32101,54922,48307
569,GODREJPROP,Real Estate,Real Estate - Development,112.42,71,72,29,39,2108.4,611097094401.1011,-10.36,742093,825579,721541
570,SUNPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,112.36,71,75,80,68,1944.4,4657349051689.486,-1.12,2803571,2388848,2284678
571,LOTUSEYE,Healthcare,Medical Care Facilities,112.11,71,76,79,96,115.61,2530913731.001892,-21.35,14931,23173,38788
572,SCI,Industrials,Marine Shipping,112.11,71,80,97,94,294.95,128141310494.01154,-20.01,4233688,2898524,4464002
573,SFL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",111.97,71,86,51,36,673.3,83207466435.34827,-18.78,454828,309995,316775
574,ANANTRAJ,Real Estate,Real Estate - Development,111.91,71,64,37,56,604.25,211085808898.47107,-18.75,2101784,2897827,2866750
575,TEXINFRA,Real Estate,Real Estate Services,111.88,71,75,63,54,111.78,14325297014.474945,-5.27,165639,138350,158612
576,VLSFINANCE,Financial Services,Capital Markets,111.86,70,60,63,88,262.75,7954491070.5,-22.49,12935,13197,15629
577,SUDARSCHEM,Basic Materials,Specialty Chemicals,111.86,70,56,18,37,1119.3,82875470881.88867,-30.17,268482,280493,233245
578,THERMAX,Industrials,Conglomerates,111.82,70,88,95,51,4052.2,508496100894.0,-23.22,601664,348197,305018
579,DMCC,Basic Materials,Chemicals,111.73,70,49,85,41,313.1,6802366725.75,-10.54,169642,82824,88515
580,HNDFDS,Industrials,Conglomerates,111.65,70,66,60,56,585.6,69935113073.43689,-1.41,102820,86556,83245
581,SOMANYCERA,Industrials,Building Products & Equipment,111.64,70,77,66,39,499.6,20371061240.844604,-10.07,77467,97304,109141
582,DCBBANK,Financial Services,Banks - Regional,111.6,70,78,81,94,187.43,59983701773.70415,-8.97,2198166,1374216,1201433
583,SAMMAANCAP,Financial Services,Mortgage Finance,111.57,70,72,64,71,162.3,184525053919.0572,-15.88,5085713,9753200,11315087
584,LUPIN,Healthcare,Drug Manufacturers - Specialty & Generic,111.41,70,78,77,78,2300.0,1083875316227.0,-9.07,1537144,1065997,931319
585,PGEL,Technology,Electronic Components,111.37,70,52,9,66,621.8,164005043991.87427,-24.49,2886193,2420748,2720553
586,ATGL,Utilities,Utilities - Regulated Gas,111.29,70,79,71,35,660.1,718010985835.7179,-23.23,609207,1423515,2801382
587,KPIL,Industrials,Engineering & Construction,111.28,70,73,80,59,1315.4,221987236714.6516,-11.1,110758,151560,230729
588,INGERRAND,Industrials,Specialty Industrial Machinery,111.25,70,75,87,73,4271.9,137456536234.375,-10.18,11808,12727,21756
589,ALKYLAMINE,Basic Materials,Specialty Chemicals,111.22,70,78,63,29,1916.4,91526083741.5,-20.15,224934,168658,188134
590,3MINDIA,Industrials,Conglomerates,111.22,70,74,47,89,35900.0,399909985000.0,-5.6,2868,4506,3654
591,MIDHANI,Basic Materials,Steel,111.16,70,73,78,68,434.15,73568420286.86523,-4.54,646004,575317,959702
592,FUSION,Financial Services,Credit Services,111.01,70,89,85,82,206.16,35008351942.83327,-15.16,667594,1110496,908400
593,METROPOLIS,Healthcare,Diagnostics & Research,110.99,70,78,78,74,572.65,118252096977.0,-4.56,272762,304895,258592
594,DIXON,Technology,Consumer Electronics,110.87,70,59,14,13,14115.0,841863010478.0,-23.58,378473,570435,554476
595,IVALUE,Technology,Information Technology Services,110.84,69,76,43,33,278.9,15717160992.874756,-17.97,382783,862440,612317
596,KPRMILL,Consumer Cyclical,Textile Manufacturing,110.78,69,75,47,49,1086.0,363587685763.5,-18.59,232918,359061,808903
597,NORBTEAEXP,Consumer Defensive,Farm Products,110.76,69,77,98,99,66.93,1047206059.6931458,-32.63,2383,2355,2384
598,ONEPOINT,Industrials,Specialty Business Services,110.76,69,60,87,51,58.81,14169596306.738338,-10.69,1420151,1108434,1377099
599,GMRAIRPORT,Industrials,Airports & Air Services,110.75,69,78,70,77,106.3,1131077532979.3335,-8.08,7897697,17621744,19579008
600,UNOMINDA,Consumer Cyclical,Auto Parts,110.67,69,52,45,77,1288.0,650805541162.0,-6.8,1037773,895864,876479
601,CEATLTD,Consumer Cyclical,Auto Parts,110.66,69,62,28,85,3793.6,134642180181.4043,-14.52,113624,207727,171038
602,JINDALPOLY,Consumer Cyclical,Packaging & Containers,110.63,69,81,93,14,628.5,27907269256.545776,-38.77,11383,24733,35566
603,VISHNU,Basic Materials,Specialty Chemicals,110.61,69,76,83,80,584.3,42570187245.03955,-12.79,104741,121553,145006
604,PREMIERENE,Technology,Solar,110.61,69,79,76,12,1044.1,460006540384.90924,-7.93,1037909,1204878,1188430
605,MAHLIFE,Real Estate,Real Estate - Development,110.6,69,69,45,68,386.85,79928846872.6094,-9.41,155297,344445,255018
606,INDIGOPNTS,Basic Materials,Specialty Chemicals,110.59,69,63,46,26,1141.2,50066764114.64758,-15.21,56873,75892,74883
607,TVSSCS,Industrials,Integrated Freight & Logistics,110.59,69,77,38,72,128.42,58734299148.70935,-12.34,297506,467538,679186
608,KIRLOSIND,Industrials,Metal Fabrication,110.55,69,81,39,46,3758.5,39858985477.468506,-17.84,5663,10565,34079
609,KAJARIACER,Industrials,Building Products & Equipment,110.51,69,66,72,43,1184.7,190913095281.50024,-10.38,264481,277816,257496
610,RAMANEWS,Consumer Defensive,Beverages - Non-Alcoholic,110.43,69,29,44,82,33.76,4299719843.04174,-19.62,92267,42259,32230
611,RBZJEWEL,Consumer Cyclical,Luxury Goods,110.42,69,70,34,64,152.27,5636400146.484375,-14.93,71255,150343,112175
612,ETHOSLTD,Consumer Cyclical,Luxury Goods,110.37,69,54,29,51,2833.1,68574616926.92798,-12.72,236287,121155,78742
613,IFBIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",110.33,69,66,19,18,1404.7,52840560874.37158,-30.45,92365,120289,104525
614,UDS,Industrials,Specialty Business Services,110.31,69,61,23,3,210.54,13587510263.352112,-28.63,277110,369761,408005
615,INDIAGLYCO,Basic Materials,Chemicals,110.23,68,73,79,80,1084.8,77603591789.79126,-11.23,138206,194844,139703
616,KICL,Financial Services,Asset Management,110.22,68,74,66,74,5423.5,23127391188.0,-17.26,1675,2121,1987
617,JAGSNPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,110.2,68,74,61,18,232.97,14610629886.940155,-22.77,1540277,933318,611072
618,OBEROIRLTY,Real Estate,Real Estate - Development,110.14,68,73,63,52,1793.0,662192376270.3845,-9.72,277337,546902,504094
619,THOMASCOTT,Consumer Cyclical,Textile Manufacturing,110.12,68,67,11,33,349.05,4504539999.918213,-24.09,157598,74972,69297
620,TAKE,Healthcare,Health Information Services,110.11,68,64,98,99,22.99,3040017551.232971,-54.15,1012827,576720,432957
621,SAMBHV,Basic Materials,Steel,110.09,68,69,74,57,121.97,34158311510.1205,-13.69,2530472,1726917,1355847
622,MEESHO,Consumer Cyclical,Internet Retail,110.06,68,77,83,47,191.98,856200005219.0581,-24.54,11885253,14171992,22966128
623,ARVSMART,Real Estate,Real Estate - Development,109.93,68,55,54,45,658.95,27923816255.300354,-1.5,823563,294757,269823
