Rank,Ticker,Sector,Industry,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50
624,KROSS,Consumer Cyclical,Auto Parts,109.86,68,44,62,93,206.06,13297327471.847412,-13.27,335936,1359841,942418
625,HALEOSLABS,Healthcare,Biotechnology,109.83,68,85,89,71,1432.3,4651024794.610718,-19.26,824,1666,1704
626,CCL,Consumer Defensive,Packaged Foods,109.69,68,86,86,91,1122.7,157810732865.24524,-9.62,222491,187053,403931
627,CONCORDBIO,Healthcare,Biotechnology,109.66,68,61,19,8,1419.0,130613330694.0,-25.51,226187,140678,349899
628,ORIENTBELL,Industrials,Building Products & Equipment,109.62,68,64,81,78,326.1,4699997082.0,-10.41,9110,7623,8458
629,SHAREINDIA,Financial Services,Capital Markets,109.59,68,78,33,30,167.87,41920408384.82605,-20.44,695918,6188102,3844417
630,JPOLYINVST,Financial Services,Asset Management,109.59,68,72,74,93,1040.7,10817825877.261108,-30.05,13170,11886,14168
631,GLENMARK,Healthcare,Drug Manufacturers - Specialty & Generic,109.57,68,71,90,87,2251.3,618584173328.0,-9.0,552145,589340,608832
632,INDGN,Healthcare,Health Information Services,109.54,68,49,61,36,568.75,118496435983.82965,-4.7,1137414,500406,378501
633,360ONE,Financial Services,Asset Management,109.52,68,56,68,82,1175.6,448513956367.83545,-4.9,1054345,1387279,1224763
634,ASIANPAINT,Basic Materials,Specialty Chemicals,109.47,67,68,73,55,2750.0,2528807692162.893,-7.89,1358003,1161941,1193824
635,BIOCON,Healthcare,Biotechnology,109.47,67,77,85,67,426.1,706109569111.7338,-4.71,4197008,6138651,4852862
636,HAL,Industrials,Aerospace & Defense,109.47,67,50,60,55,4928.0,3058575519689.9414,-1.0,1081306,777014,806013
637,ADFFOODS,Consumer Defensive,Packaged Foods,109.44,67,94,86,67,262.95,33733615503.641663,-24.21,295484,755575,559787
638,WESTLIFE,Consumer Cyclical,Restaurants,109.43,67,30,15,24,586.15,71267316174.93817,-24.77,270800,231271,171389
639,THEMISMED,Healthcare,Drug Manufacturers - Specialty & Generic,109.41,67,75,42,7,108.98,10204194330.171661,-26.36,65862,154927,343442
640,STEELXIND,Basic Materials,Steel,109.4,67,86,82,38,10.65,14757747637.582672,-23.66,1222506,1748308,3385215
641,PVRINOX,Communication Services,Entertainment,109.28,67,55,52,65,1144.0,104479844774.97998,-8.46,536499,415964,320813
642,PGHL,Healthcare,Drug Manufacturers - Specialty & Generic,109.24,67,84,58,58,5966.0,111448250748.0,-14.47,26254,22029,19414
643,GEOJITFSL,Financial Services,Capital Markets,109.19,67,71,67,45,77.66,21255149787.756554,-9.05,270158,344185,354169
644,WIPL,Basic Materials,Lumber & Wood Production,109.17,67,70,64,57,169.97,1400920319.678955,-12.02,1779,3093,3739
645,VERANDA,Consumer Defensive,Education & Training Services,109.14,67,81,78,41,246.7,22524900894.04422,-9.47,663214,436589,392969
646,SIGNPOST,Communication Services,Advertising Agencies,109.14,67,88,87,74,267.7,16537429673.76709,-20.52,142092,1147408,752948
647,INDIGO,Industrials,Airlines,109.07,67,59,16,49,5333.5,1927532986045.0,-14.42,612501,928894,1089999
648,IVC,Financial Services,Financial Conglomerates,109.06,67,63,61,38,8.3,2584489306.44722,-15.99,227105,203804,212928
649,APLAPOLLO,Basic Materials,Steel,109.04,67,48,62,95,2020.0,506115754191.5393,-12.23,928229,662752,655152
650,SURYODAY,Financial Services,Banks - Regional,109.02,67,88,90,74,161.32,20524565663.1416,-26.0,2324298,3835774,2455823
651,HYUNDAI,Consumer Cyclical,Auto Manufacturers,109.01,67,46,26,72,2223.0,1586567732022.5708,-23.08,1159533,820359,827649
652,FINEORG,Basic Materials,Specialty Chemicals,109.01,67,67,67,64,5027.8,148041694116.0,-7.01,22110,14139,14955
653,AVANTEL,Technology,Communication Equipment,108.96,67,71,73,77,162.29,43441068326.09329,-24.52,689739,2856118,2461169
654,ICEMAKE,Industrials,Specialty Industrial Machinery,108.96,67,48,67,65,817.45,13660517647.82373,-11.15,26455,39086,39396
655,PTC,Utilities,Utilities - Independent Power Producers,108.93,66,57,86,84,177.99,48663766165.70859,-22.45,5101849,2121045,1695909
656,GPTHEALTH,Healthcare,Medical Care Facilities,108.77,66,69,61,37,157.14,13099231893.63771,-15.06,297102,209065,176178
657,MAGADSUGAR,Consumer Defensive,Confectioners,108.73,66,44,44,25,531.55,6959151561.508484,-12.85,83842,42271,28667
658,EDELWEISS,Financial Services,Financial Conglomerates,108.72,66,69,69,87,118.38,110763130856.61609,-11.59,3527914,2920767,3930624
659,PAR,Healthcare,Drug Manufacturers - Specialty & Generic,108.68,66,38,39,49,103.53,1154051821.7052307,-15.44,11677,30434,23256
660,HINDZINC,Basic Materials,Other Industrial Metals & Mining,108.63,66,55,91,94,595.15,2247658493628.601,-18.81,5182235,3881316,4015536
661,GANDHITUBE,Industrials,Metal Fabrication,108.61,66,60,80,86,882.1,10547936000.0,-14.51,6961,5170,5503
662,WORTHPERI,Consumer Cyclical,Packaging & Containers,108.58,66,42,53,51,157.2,2249715358.8409424,-7.78,42341,29273,19792
663,JUBLINGREA,Basic Materials,Specialty Chemicals,108.56,66,60,75,50,741.85,114431240201.69916,-12.26,297827,570248,446894
664,GREAVESCOT,Industrials,Specialty Industrial Machinery,108.54,66,93,26,10,195.08,57380598929.06726,-28.25,2856339,3382390,2911605
665,BANKA,Industrials,Pollution & Treatment Controls,108.54,66,83,86,13,84.85,922676447.3572769,-13.31,2429,3398,4607
666,SAIL,Basic Materials,Steel,108.53,66,72,94,93,172.45,666873295303.6871,-17.76,20889567,15235226,16630935
667,ICICIBANK,Financial Services,Banks - Regional,108.53,66,57,36,74,1431.8,10278588732545.732,-4.2,12622486,12845294,13669857
668,JSWSTEEL,Basic Materials,Steel,108.43,66,66,81,88,1302.0,3028578226038.6045,-1.96,1619349,1659620,1552786
669,INDIANHUME,Industrials,Engineering & Construction,108.38,66,50,16,69,388.75,20395746933.955994,-10.78,69407,282838,212594
670,MUTHOOTCAP,Financial Services,Credit Services,108.35,66,35,12,35,256.12,3515989199.6814423,-21.66,33976,28751,24683
671,ATULAUTO,Consumer Cyclical,Auto Manufacturers,108.33,66,63,72,77,509.15,13137455782.619629,-8.1,747474,344924,243334
672,ZENITHEXPO,Consumer Cyclical,Textile Manufacturing,108.3,66,31,48,38,238.16,1080167352.6191711,-32.27,1456,598,517
673,HARSHA,Industrials,Tools & Accessories,108.2,66,69,71,62,432.6,36932040637.56088,-7.76,140318,160573,203486
674,POONAWALLA,Financial Services,Credit Services,108.15,65,67,47,84,476.7,402551115271.2799,-16.43,1490593,1574969,1681793
675,NORTHARC,Financial Services,Credit Services,108.15,65,85,83,80,285.35,48395017708.02768,-14.57,872003,866237,751811
676,TI,Consumer Defensive,Beverages - Wineries & Distilleries,108.11,65,64,67,83,503.2,109200067467.77802,-8.46,1430311,716399,630183
677,SARLAPOLY,Consumer Cyclical,Textile Manufacturing,108.11,65,68,75,36,99.3,7951095199.836731,-16.9,80502,92594,96521
678,NITIRAJ,Technology,Scientific & Technical Instruments,108.09,65,35,67,47,210.61,2257475232.5134277,-11.13,3658,5348,8331
679,NIVABUPA,Financial Services,Insurance - Life,108.01,65,71,65,62,86.39,160217606899.2373,-5.27,809855,1345359,1581983
680,CPCAP,Financial Services,Credit Services,108.01,65,60,10,1,117.56,2139475100.928833,-30.02,31670,24946,51071
681,AMNPLST,Basic Materials,Chemicals,107.83,65,71,77,24,199.28,10688735635.0708,-20.29,17256,16983,17770
682,VRLLOG,Industrials,Trucking,107.74,65,23,41,84,284.9,42528931745.673065,-10.48,1142224,540347,386974
683,BTML,Communication Services,Entertainment,107.74,65,16,25,35,8.0,1264616534.8512201,-23.81,1126312,562714,502523
684,DCMNVL,Consumer Cyclical,Textile Manufacturing,107.72,65,67,65,44,164.76,3231063902.1099396,-8.72,11462,8186,8650
685,ADANIPORTS,Industrials,Marine Shipping,107.68,65,82,88,86,1681.0,4074090985491.403,-11.11,2788055,2085813,2110605
686,WEL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",107.65,65,21,4,32,134.78,14371017633.728027,-26.56,1937790,752484,510502
687,JKPAPER,Basic Materials,Paper & Paper Products,107.65,65,46,80,65,392.7,72790422831.3139,-11.71,721825,878726,603360
688,CEIGALL,Industrials,Engineering & Construction,107.65,65,86,88,84,319.8,58724459706.36209,-21.17,236463,339783,490251
689,UMESLTD,Consumer Defensive,Education & Training Services,107.62,65,51,61,32,5.4,144079606.72103834,-24.37,7959,42090,32752
690,MARKOLINES,Industrials,Infrastructure Operations,107.58,65,58,57,49,179.5,3875895916.5270996,-6.39,175416,386669,374047
691,TOTAL,Industrials,Integrated Freight & Logistics,107.56,65,20,14,54,66.99,806026153.1376572,-23.78,67702,29841,20144
692,MUKANDLTD,Basic Materials,Steel,107.45,65,48,78,76,141.14,19998185037.269073,-8.5,98374,176816,144305
693,GLOSTERLTD,Consumer Cyclical,Textile Manufacturing,107.42,65,68,77,62,659.9,7481359966.169434,-12.76,3237,4556,4827
694,UTTAMSUGAR,Consumer Defensive,Confectioners,107.41,64,33,65,43,258.72,8713035151.254272,-13.47,211391,131514,114531
695,GARUDA,Industrials,Engineering & Construction,107.28,64,65,73,93,194.51,16253462137.13269,-21.98,1514372,740232,1022686
696,SWELECTES,Technology,Solar,107.26,64,55,66,23,691.25,9528374575.748657,-29.25,24539,21472,24715
697,RAYMONDREL,Real Estate,Real Estate - Development,107.24,64,89,65,4,607.05,43561238348.6546,-17.4,418718,732068,741057
698,TVSSRICHAK,Consumer Cyclical,Auto Parts,107.24,64,68,61,93,3954.5,30354077236.120605,-17.2,2836,3433,4074
699,LIKHITHA,Energy,Oil & Gas Equipment & Services,107.22,64,66,59,6,226.61,8944516326.922302,-21.01,33326,43028,48089
700,MANALIPETC,Basic Materials,Specialty Chemicals,107.19,64,61,44,54,64.35,11484387942.94001,-17.07,324393,375038,646672
701,GNFC,Basic Materials,Chemicals,107.19,64,59,75,50,544.1,73918508789.44049,-11.67,606342,402129,458404
702,IMPAL,Consumer Cyclical,Auto Parts,107.17,64,70,59,71,1087.1,13429727695.3125,-12.25,2524,5192,4463
703,LINDEINDIA,Basic Materials,Specialty Chemicals,107.11,64,64,84,84,7048.0,574048105013.0,-12.44,26650,27693,28338
704,TIMETECHNO,Consumer Cyclical,Packaging & Containers,107.1,64,36,37,70,206.89,99349053665.91988,-16.96,4214995,4256335,3840668
705,21STCENMGM,Financial Services,Capital Markets,107.05,64,10,3,8,43.17,389655006.4086914,-30.4,12032,6154,5063
706,JUSTDIAL,Communication Services,Internet Content & Information,107.03,64,17,3,17,687.55,61996492914.59619,-21.74,409052,3569180,2189603
707,SIMPLEXINF,Industrials,Engineering & Construction,107.01,64,73,14,25,260.55,18923561530.5,-21.05,107638,89402,165026
708,MUNJALSHOW,Consumer Cyclical,Auto Parts,106.99,64,62,66,73,136.12,5432121192.932129,-10.45,128663,72995,57168
709,OLECTRA,Industrials,Farm & Heavy Construction Machinery,106.99,64,72,63,13,1368.3,109684492860.94849,-20.18,259999,454220,770414
710,HECPROJECT,Industrials,Engineering & Construction,106.94,64,40,57,46,134.94,1511489866.3659668,-22.21,11334,36599,28918
711,ANGELONE,Financial Services,Capital Markets,106.88,64,87,83,65,294.8,281318174883.3545,-18.21,5069644,6617861,6462142
712,SHOPERSTOP,Consumer Cyclical,Department Stores,106.87,64,46,6,20,425.9,41630188820.5,-25.54,65251,238635,174730
713,LXCHEM,Basic Materials,Specialty Chemicals,106.87,64,55,36,11,177.97,50530124094.366974,-26.15,2955773,2168011,2648182
714,GOKEX,Consumer Cyclical,Apparel Manufacturing,106.86,63,75,28,58,796.15,60853748054.0,-16.62,237862,331801,593487
715,POKARNA,Industrials,Building Products & Equipment,106.86,63,81,32,82,959.0,28725206000.0,-16.33,146862,87689,109746
716,JINDRILL,Energy,Oil & Gas Equipment & Services,106.85,63,71,85,8,601.5,17536465322.853516,-13.27,301866,1424612,979682
717,FOSECOIND,Basic Materials,Chemicals,106.85,63,67,73,72,5571.0,38236818056.0,-18.62,4589,3000,3198
718,PRIMESECU,Financial Services,Capital Markets,106.82,63,48,65,78,302.05,9314922610.560608,-7.06,40597,33413,39442
719,GMDCLTD,Energy,Thermal Coal,106.78,63,58,93,96,603.15,178890896118.16406,-21.86,1804369,1273934,1334883
720,MODIS,Real Estate,Real Estate - Development,106.76,63,60,61,30,393.7,7681709639.575195,-8.24,58702,99663,82673
721,HARIOMPIPE,Basic Materials,Steel,106.76,63,61,14,50,400.3,12132983452.181335,-30.04,110249,334155,372713
722,BALKRISIND,Consumer Cyclical,Auto Parts,106.74,63,39,23,76,2524.6,389244162065.0,-9.02,958441,427297,342927
723,TEMBO,Industrials,Metal Fabrication,106.72,63,49,67,40,62.1,8203774616.015869,-92.58,4328085,2523021,2048447
724,SRM,Industrials,Engineering & Construction,106.7,63,50,80,53,513.9,11648673460.466705,-20.93,85868,98765,105293
725,FIVESTAR,Financial Services,Credit Services,106.66,63,61,29,6,546.55,157984604076.96875,-21.38,815553,810811,1255544
726,ORIENTCER,Basic Materials,Specialty Chemicals,106.65,63,55,68,77,42.77,4877690238.7664795,-24.49,38492,59672,60186
727,BAJAJFINSV,Financial Services,Financial Conglomerates,106.54,63,50,34,75,2021.3,3000342833662.4473,-7.91,1940389,1527656,1331612
728,LINCOLN,Healthcare,Drug Manufacturers - Specialty & Generic,106.48,63,74,86,81,594.6,11617242240.0,-22.78,24123,24227,50254
729,NIACL,Financial Services,Insurance - Diversified,106.45,63,65,55,33,179.56,285433594970.7031,-17.63,4265553,2607421,8233820
730,INDHOTEL,Consumer Cyclical,Lodging,106.42,63,66,37,53,728.7,1035475790907.0317,-10.25,1929060,2461282,2388805
731,POLYMED,Healthcare,Medical Instruments & Supplies,106.41,63,46,31,2,1772.4,168861883008.0,-17.37,157911,125956,149420
732,MANBA,Financial Services,Credit Services,106.39,63,70,30,51,132.14,6943589193.400726,-12.49,446535,249356,209258
733,ORTINGLOBE,Healthcare,Drug Manufacturers - Specialty & Generic,106.38,63,79,73,90,14.63,123109277.6716919,-31.31,16325,17011,21822
734,YESBANK,Financial Services,Banks - Regional,106.33,62,74,72,70,22.75,720345493335.24,-11.75,45924912,66585494,95102492
735,TTKHLTCARE,Healthcare,Drug Manufacturers - General,106.3,62,32,27,25,1059.0,14797284027.642334,-19.25,49480,29298,19007
736,TIJARIA,Industrials,Building Products & Equipment,106.3,62,10,2,36,5.9,134630412.76605606,-34.81,196125,103036,78508
737,TVSHLTD,Consumer Cyclical,Auto Parts,106.22,62,64,78,94,14640.0,296056377832.0,-10.17,6921,9451,7325
738,VAIBHAVGBL,Consumer Cyclical,Luxury Goods,106.2,62,76,34,73,238.45,42145804723.31085,-18.69,734608,678634,539547
739,TIIL,Industrials,Tools & Accessories,106.12,62,56,56,67,2675.3,58189736067.0,-20.92,8271,8808,9585
740,TTKPRESTIG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",106.1,62,79,26,32,605.6,88117319802.49414,-21.47,1469904,578049,378186
741,DELHIVERY,Industrials,Integrated Freight & Logistics,106.07,62,76,79,80,478.35,346475208112.5668,-8.71,4845691,5709243,4809901
742,WENDT,Industrials,Tools & Accessories,106.05,62,53,23,17,8124.5,16149000000.0,-23.25,10965,9427,13531
743,DCMFINSERV,Financial Services,Credit Services,106.03,62,39,47,9,5.38,116377789.10402298,-37.08,19020,10699,9984
744,SONATSOFTW,Technology,Information Technology Services,106.03,62,30,11,10,320.1,79744488208.31937,-24.06,2986748,3809116,3850495
745,NSLNISP,Basic Materials,Steel,106.0,62,57,74,67,44.67,121356387801.32504,-16.89,3136890,2925300,5256677
746,AARTIPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,105.84,62,36,45,57,823.0,61100056892.46869,-13.73,428635,255857,266889
747,ALPHAGEO,Energy,Oil & Gas Equipment & Services,105.82,62,18,61,17,244.69,1302549527.7025452,-14.74,60067,22848,15421
748,SREEL,Consumer Cyclical,Footwear & Accessories,105.82,62,57,30,47,221.22,5278648113.9053955,-14.26,7753,15133,13314
749,FEDFINA,Financial Services,Credit Services,105.82,62,73,87,90,149.9,56442838379.714264,-16.01,905962,1865474,1696511
750,M&M,Consumer Cyclical,Auto Manufacturers,105.82,62,44,41,76,3517.0,3796089704147.66,-8.41,3086749,2594831,2750858
751,GLAXO,Healthcare,Drug Manufacturers - General,105.78,62,42,39,75,2601.0,425937599557.979,-18.72,69306,75291,100140
752,NMDC,Basic Materials,Steel,105.78,62,67,87,88,85.48,734644253013.6017,-12.32,18154832,17729252,23035554
753,BERGEPAINT,Basic Materials,Specialty Chemicals,105.76,62,47,72,33,542.1,580611114468.8328,-8.82,526288,402797,555942
754,OLAELEC,Consumer Cyclical,Auto Manufacturers,105.75,61,49,47,2,39.3,163844688558.086,-44.84,60024590,81766793,118752788
755,ICICIAMC,Financial Services,Asset Management,105.72,61,74,81,88,3054.2,1544854478379.4336,-15.42,209082,360345,489056
756,INDOSTAR,Financial Services,Credit Services,105.7,61,70,11,42,242.1,42092894323.5,-19.82,266550,153018,158091
757,EPL,Consumer Cyclical,Packaging & Containers,105.7,61,65,64,70,228.98,74648571624.5633,-7.24,243372,438854,477442
758,GREENPLY,Basic Materials,Lumber & Wood Production,105.7,61,84,50,15,282.7,37239543954.40842,-19.0,237939,276106,277225
759,MASKINVEST,Financial Services,Capital Markets,105.69,61,62,58,27,158.57,463065125.0,-35.56,248,177,197
760,DDEVPLSTIK,Basic Materials,Specialty Chemicals,105.67,61,61,30,65,285.8,28523341800.028564,-20.61,235416,169240,191061
761,MRPL,Energy,Oil & Gas Refining & Marketing,105.6,61,67,54,93,162.96,297503642395.75,-23.24,7059020,17596337,13683809
762,BECTORFOOD,Consumer Defensive,Packaged Foods,105.59,61,7,8,18,233.28,63433468143.827515,-24.75,3584285,10482177,6574699
763,CAPITALSFB,Financial Services,Banks - Regional,105.54,61,72,64,60,289.55,13275834020.0,-11.28,34528,66276,53563
764,MPHASIS,Technology,Information Technology Services,105.53,61,32,16,52,2508.0,436608510739.47754,-17.42,686429,670947,615488
765,LT,Industrials,Engineering & Construction,105.51,61,56,64,85,4080.0,5207960510585.353,-8.11,1772694,1946758,1938282
766,RPSGVENT,Technology,Information Technology Services,105.47,61,60,82,30,909.6,29577595729.43683,-22.85,27348,28392,23811
767,AAATECH,Technology,Information Technology Services,105.47,61,49,70,92,99.48,1150050934.9731445,-26.85,35840,25020,22071
768,ADVANCE,Basic Materials,Agricultural Inputs,105.41,61,52,25,87,121.21,7064357731.56311,-21.29,1117720,557705,414834
769,HEALTHX,Healthcare,Pharmaceutical Retailers,105.4,61,72,66,73,303.2,9951915119.155884,-16.47,11542,9906,13788
770,AUTOAXLES,Consumer Cyclical,Auto Parts,105.37,61,52,52,89,1821.4,27184932196.444702,-13.88,24843,13074,10876
771,ATUL,Basic Materials,Specialty Chemicals,105.33,61,45,73,75,6854.0,188648045162.5,-4.54,69357,66881,47559
772,ALBERTDAVD,Healthcare,Drug Manufacturers - Specialty & Generic,105.32,61,32,49,36,804.0,3985596443.36499,-12.49,35976,13441,8910
773,KKCL,Consumer Cyclical,Apparel Manufacturing,105.32,61,50,41,69,516.5,30954329673.23944,-13.19,107949,72639,57743
774,ASHAPURMIN,Basic Materials,Other Industrial Metals & Mining,105.24,60,71,86,71,644.7,66586465444.80994,-30.3,887156,546111,568149
775,URBANCO,Technology,Software - Application,105.21,60,35,34,12,139.3,189732547013.28204,-30.76,14679524,6451719,5450918
776,JAGRAN,Communication Services,Publishing,105.17,60,61,61,53,63.08,13679570663.085938,-20.05,231283,223516,458243
777,AGI,Consumer Cyclical,Packaging & Containers,105.11,60,58,11,14,718.2,43531631226.3241,-27.6,160815,113083,154238
778,SANATHAN,Consumer Cyclical,Textile Manufacturing,105.09,60,50,56,66,481.9,40767160497.0,-12.69,60572,46228,38957
779,PNB,Financial Services,Banks - Regional,105.09,60,43,37,83,113.5,1268591046355.5286,-16.02,11048626,18168692,18143701
780,PRESTIGE,Real Estate,Real Estate - Diversified,105.05,60,77,31,64,1589.0,686067134561.3496,-11.98,606731,782276,761536
781,AGIIL,Real Estate,Real Estate - Development,105.01,60,83,98,88,298.45,38967935709.0,-31.3,1546045,2035516,1976610
782,PITTIENG,Industrials,Metal Fabrication,104.99,60,70,58,65,964.6,33984495693.410645,-6.82,27055,35930,38043
783,JKIPL,Industrials,Farm & Heavy Construction Machinery,104.96,60,63,37,1,97.75,3731503024.8565674,-23.0,12063,25592,32264
